StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q119,CheckQ1,CheckQ1_DO,Q156,Q156_DO,CheckQ2,CheckQ2_DO,Q118,SR_LR,SR_vivid_1,SR_outcome_1,SR_confidence_1,SR_self_credit_1,SR_other_credit_1,SR_self_resp_1,SR_other_resp_1,SW_LR,SW_vivid_1,SW_counterfactual_1,SW_confidence_1,SW_self_credit_1,SW_other_credit_1,SW_self_resp_1,SW_other_resp_1,SC_LR,SC_vivid_1,SC_cause_1,SC_confidence_1,SC_self_credit_1,SC_other_credit_1,SC_self_resp_1,SC_other_resp_1,MR_LR,MR_vivid_1,MR_outcome_1,MR_confidence_1,MR_self_blame_1,MR_other_blame_1,MR_self_rep_1,MR_other_resp_1,MW_LR,MW_vivid_1,MW_counterfactual_1,MW_confidence_1,MW_self_blame_1,MW_other_blame_1,MW_self_resp_1,MW_other_resp_1,MC_LR,MC_vivid_1,MC_cause_1,MC_confidence_1,MC_self_blame_1,MC_other_blame_1,MC_self_resp_1,MC_other_resp_1,Gender,Q143_4_TEXT,Age,Q147,Q149,Q149_7_TEXT,Q151,AttnCheck,direction,Condition,RandomID,FL_30_DO,TrialOrder1,TrialOrder2,TrialOrder3,TrialOrder4,TrialOrder5,TrialOrder6
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please select one of the following:,"So, for example, if you see the heading ""Remember,"" what are you supposed to do?","So, for example, if you see the heading ""Remember,"" what are you supposed to do? - Display Order","If you see the heading ""What if?,"" what are you supposed to do?","If you see the heading ""What if?,"" what are you supposed to do? - Display Order","If you see the heading ""Cause,"" what are you supposed to do?","If you see the heading ""Cause,"" what are you supposed to do? - Display Order","Do you understand? If so, please select Option 3 to get started.",Left or right?,How vividly could you visualize what [Field-Condition] just did? - How vividly could you visualize what ${e://Field/Condition} just did?,To what extent do you think that your ball scored?,How confident are you in your response?,How much credit do you deserve for your ball scoring?,How much credit does the goalie deserve for your ball scoring?,How responsible are you for the ball scoring?,How responsible is the goalie for the ball scoring?,Left or right?,How vividly could you visualize what would have happened if [Field-Condition] went in the other direction? - How vividly could you visualize what would have happened if ${e://Field/Condition} went in the other direction?,To what extent do you think that the ball would have scored if [Field-Condition] had gone in the other direction? - To what extent do you think that the ball would have scored if ${e://Field/Condition} had gone in the other direction?,How confident are you in your response?,How much credit do you deserve for your ball scoring?,How much credit does the goalie deserve for your ball scoring?,How responsible are you for the ball scoring?,How responsible is the goalie for the ball scoring?,Left or right?,How vividly could you visualize whether [Field-Condition] caused the outcome? - How vividly could you visualize whether ${e://Field/Condition} caused the outcome?,To what extent did [Field-Condition]'s moving [Field-direction] cause the ball to score? - To what extent did ${e://Field/Condition}'s moving ${e://Field/direction} cause the ball to score?,How confident are you in your response?,How much credit do you deserve for the ball scoring?,How much credit does the goalie deserve for the ball scoring?,How responsible are you for the ball scoring?,How responsible is the goalie for the ball scoring?,Left or right?,How vividly could you visualize what [Field-Condition] just did? - How vividly could you visualize what ${e://Field/Condition} just did?,To what degree do you think that your ball scored?,How confident are you in your response?,How much blame do you deserve for your ball not scoring?,How much blame does the goalie deserve for your ball not scoring?,How responsible are you for the ball not scoring?,How responsible is the goalie for the ball not scoring?,Left or right?,How vividly could you visualize what would have happened if [Field-Condition] went in the other direction? - How vividly could you visualize what would have happened if ${e://Field/Condition} went in the other direction?,To what extent do you think that the ball would have scored if the [Field-Condition] had gone in the other direction? - To what extent do you think that the ball would have scored if the ${e://Field/Condition} had gone in the other direction?,How confident are you in your response?,How much blame do you deserve for your ball not scoring?,How much blame does the goalie deserve for your ball not scoring?,How responsible are you for the ball not scoring?,How responsible is the goalie for the ball not scoring?,Left or right?,How vividly could you visualize whether [Field-Condition] caused the outcome? - How vividly could you visualize whether ${e://Field/Condition} caused the outcome?,To what extent did [Field-Condition] moving [QID104-ChoiceGroup-SelectedChoices] cause the ball to not score? - To what extent did ${e://Field/Condition} moving ${q://QID104/ChoiceGroup/SelectedChoices} cause the ball to not score?,How confident are you in your response?,How much blame do you deserve for your ball not scoring?,How much blame does the goalie deserve for your ball not scoring?,How responsible are you for the ball not scoring?,How responsible is the goalie for the ball not scoring?,What is your gender? - Selected Choice,What is your gender? - Other - Text,What is your age in years?,Are you Hispanic of Latino/Latina?,What is your race? - Selected Choice,What is your race? - Other - Text,Please describe your level of education based on your last completed degree:,"Do you feel that you paid attention, avoided distractions, and took this survey seriously?",direction,Condition,RandomID,FL_30 - Block Randomizer - Display Order,TrialOrder1,TrialOrder2,TrialOrder3,TrialOrder4,TrialOrder5,TrialOrder6
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID127""}","{""ImportId"":""QID4""}","{""ImportId"":""QID4_DO""}","{""ImportId"":""QID164""}","{""ImportId"":""QID164_DO""}","{""ImportId"":""QID7""}","{""ImportId"":""QID7_DO""}","{""ImportId"":""QID126""}","{""ImportId"":""QID9""}","{""ImportId"":""QID15_1""}","{""ImportId"":""QID18_1""}","{""ImportId"":""QID156_1""}","{""ImportId"":""QID19_1""}","{""ImportId"":""QID124_1""}","{""ImportId"":""QID20_1""}","{""ImportId"":""QID125_1""}","{""ImportId"":""QID23""}","{""ImportId"":""QID28_1""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID158_1""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID128_1""}","{""ImportId"":""QID31_1""}","{""ImportId"":""QID129_1""}","{""ImportId"":""QID83""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID160_1""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID130_1""}","{""ImportId"":""QID131_1""}","{""ImportId"":""QID132_1""}","{""ImportId"":""QID32""}","{""ImportId"":""QID42_1""}","{""ImportId"":""QID133_1""}","{""ImportId"":""QID165_1""}","{""ImportId"":""QID134_1""}","{""ImportId"":""QID135_1""}","{""ImportId"":""QID136_1""}","{""ImportId"":""QID137_1""}","{""ImportId"":""QID37""}","{""ImportId"":""QID43_1""}","{""ImportId"":""QID138_1""}","{""ImportId"":""QID161_1""}","{""ImportId"":""QID139_1""}","{""ImportId"":""QID140_1""}","{""ImportId"":""QID141_1""}","{""ImportId"":""QID142_1""}","{""ImportId"":""QID104""}","{""ImportId"":""QID110_1""}","{""ImportId"":""QID147_1""}","{""ImportId"":""QID162_1""}","{""ImportId"":""QID143_1""}","{""ImportId"":""QID144_1""}","{""ImportId"":""QID145_1""}","{""ImportId"":""QID146_1""}","{""ImportId"":""QID149""}","{""ImportId"":""QID149_4_TEXT""}","{""ImportId"":""QID150_TEXT""}","{""ImportId"":""QID151""}","{""ImportId"":""QID152""}","{""ImportId"":""QID152_7_TEXT""}","{""ImportId"":""QID153""}","{""ImportId"":""QID50""}","{""ImportId"":""direction""}","{""ImportId"":""Condition""}","{""ImportId"":""RandomID""}","{""ImportId"":""FL_30_DO""}",TrialOrder1,TrialOrder2,TrialOrder3,TrialOrder4,TrialOrder5,TrialOrder6
12/19/19 12:07,12/19/19 12:14,IP Address,,100,417,TRUE,12/19/19 12:14,R_1q3Rl0WvrjXNgta,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,I don't know.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Option 3,right,5,6,7,6,2,6,2,left,4,1,7,6,2,6,2,left,3,6,6,5,3,6,3,right,4,1,7,2,6,2,6,left,4,7,7,4,6,5,5,left,4,6,6,2,6,2,6,Male,,24,No,Multiracial,,Some college,Yes,right,the goalie,120453,FL_33,MissWhatIf,ScoreWhatIf,ScoreRemember,ScoreCausation,MissRemember,MissCausation
12/20/19 9:50,12/20/19 9:59,IP Address,,100,519,TRUE,12/20/19 9:59,R_b3NLJhyn3ysMGel,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.,Option 3,right,3,7,7,3,3,4,4,right,3,1,7,3,3,4,3,left,2,5,5,3,4,3,3,left,3,1,7,3,3,4,4,right,3,7,7,3,3,3,3,left,2,4,7,3,3,3,3,Male,,46,No,White/Caucasian,,Some college,Yes,left,your ball,460225,FL_34,ScoreCausation,ScoreRemember,MissWhatIf,ScoreWhatIf,MissCausation,MissRemember
12/20/19 9:51,12/20/19 10:00,IP Address,,100,504,TRUE,12/20/19 10:00,R_2dtes9BX0NEtf1U,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Option 3,right,5,7,7,7,1,7,1,left,4,1,7,7,2,7,2,right,4,2,7,7,2,7,2,right,4,1,7,7,2,7,2,left,4,7,7,3,5,7,2,left,5,2,6,7,2,7,2,Male,,25,No,White/Caucasian,,High school graduate,Yes,left,the goalie,998117,FL_33,MissWhatIf,ScoreRemember,MissRemember,MissCausation,ScoreWhatIf,ScoreCausation
12/20/19 9:46,12/20/19 10:00,IP Address,,100,861,TRUE,12/20/19 10:00,R_3CIs9aKoX3qrm01,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.,Option 3,left,5,7,7,7,1,7,1,right,4,1,7,7,1,7,1,right,4,7,7,7,1,7,1,left,3,1,7,6,6,6,7,left,3,7,7,3,7,4,7,left,4,7,6,6,7,5,7,Male,,36,No,White/Caucasian,,High school graduate,Yes,right,your ball,859838,FL_34,MissCausation,MissWhatIf,ScoreWhatIf,ScoreRemember,ScoreCausation,MissRemember
12/20/19 9:39,12/20/19 10:01,IP Address,,100,1321,TRUE,12/20/19 10:01,R_1FkvTVRIOLwIpda,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,I don't know.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Option 3,left,5,6,5,7,6,5,5,left,5,7,7,1,7,7,7,right,4,6,7,1,6,6,5,right,4,6,6,5,2,2,6,left,5,6,7,7,6,7,5,left,4,4,6,7,6,5,6,Male,,1980,Yes,Black/African American,,Professional degree,"No, I was distracted",left,the goalie,847614,FL_33,MissRemember,ScoreWhatIf,ScoreCausation,MissWhatIf,MissCausation,ScoreRemember
12/20/19 9:55,12/20/19 10:02,IP Address,,100,425,TRUE,12/20/19 10:02,R_2xz5TQx1TncswLS,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.|I don't know.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.,Option 3,left,5,7,7,7,5,7,5,right,5,1,7,6,6,7,6,right,5,7,7,7,6,7,6,left,5,1,7,7,6,7,6,left,5,7,7,7,5,7,6,right,5,7,7,7,7,7,6,Male,,59,No,White/Caucasian,,4 year degree,Yes,right,your ball,565236,FL_34,ScoreCausation,MissCausation,MissRemember,MissWhatIf,ScoreWhatIf,ScoreRemember
12/20/19 9:51,12/20/19 10:03,IP Address,,100,745,TRUE,12/20/19 10:03,R_1ly0Oj8LfUbuyS6,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.,Option 2,right,4,5,6,5,6,6,5,right,4,4,5,6,5,7,6,right,4,5,6,6,5,5,6,right,4,5,6,7,6,6,5,right,4,6,5,6,7,5,6,left,4,5,6,5,6,5,6,Female,,36,Yes,Black/African American,,Some college,"No, something else affected my participation negatively",right,your ball,103214,FL_34,ScoreCausation,MissRemember,MissCausation,ScoreWhatIf,ScoreRemember,MissWhatIf
12/20/19 9:51,12/20/19 10:03,IP Address,,100,741,TRUE,12/20/19 10:03,R_RkHx4UeZAYKQwzD,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Option 3,right,5,7,7,4,3,3,3,left,4,6,3,2,2,1,1,right,5,4,5,4,3,4,4,left,5,2,5,6,5,5,5,left,5,4,2,3,6,3,6,left,4,4,2,1,3,2,6,Male,,59,No,White/Caucasian,,Some college,Yes,right,your ball,960016,FL_34,MissCausation,MissWhatIf,ScoreRemember,MissRemember,ScoreCausation,ScoreWhatIf
12/20/19 9:49,12/20/19 10:05,IP Address,,100,955,TRUE,12/20/19 10:05,R_OCMaPm7aWAZvNMB,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,I don't know.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Option 3,left,5,7,7,6,2,6,2,left,5,1,7,5,3,5,3,right,4,6,7,6,5,6,5,left,5,1,7,5,7,5,7,right,5,7,7,5,7,5,7,right,4,6,7,5,7,4,7,Male,,53,No,White/Caucasian,,Professional degree,Yes,left,the goalie,986104,FL_33,ScoreWhatIf,ScoreRemember,ScoreCausation,MissCausation,MissRemember,MissWhatIf
12/20/19 9:52,12/20/19 10:06,IP Address,,100,861,TRUE,12/20/19 10:06,R_3F4M4hHc2QKNsLt,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Option 3,right,4,5,6,5,6,5,6,right,5,6,7,6,7,5,6,right,4,6,7,6,7,5,6,left,4,3,5,5,6,5,6,right,5,6,7,5,6,6,7,right,5,5,7,6,7,5,6,Female,,34,Yes,Black/African American,,Professional degree,"No, I had trouble paying attention",right,your ball,326674,FL_34,ScoreWhatIf,MissRemember,ScoreRemember,MissCausation,ScoreCausation,MissWhatIf
12/20/19 9:54,12/20/19 10:06,IP Address,,100,710,TRUE,12/20/19 10:06,R_0U1ZBzG8lWjv1BL,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,,right,4,3,5,5,5,4,4,left,4,5,5,5,6,2,5,right,3,4,5,4,4,4,4,right,3,6,6,5,3,5,5,left,4,3,5,4,4,4,4,right,5,4,4,4,4,4,4,Male,,30,No,White/Caucasian,,4 year degree,Yes,right,your ball,780674,FL_34,ScoreWhatIf,ScoreRemember,MissWhatIf,MissCausation,ScoreCausation,MissRemember
12/20/19 10:01,12/20/19 10:07,IP Address,,100,385,TRUE,12/20/19 10:07,R_3JekNGzUBAIJjzL,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.,Option 3,right,5,7,7,6,3,6,3,right,5,1,7,6,4,6,4,left,5,5,7,6,4,6,4,right,5,1,7,4,7,7,7,left,5,7,7,5,5,3,6,left,5,7,7,4,7,7,6,Male,,34,No,White/Caucasian,,4 year degree,Yes,right,the goalie,445110,FL_33,MissCausation,MissRemember,ScoreRemember,MissWhatIf,ScoreCausation,ScoreWhatIf
12/20/19 9:51,12/20/19 10:09,IP Address,,100,1054,TRUE,12/20/19 10:09,R_z2qC6VcAhhWSwjT,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what ${e://Field/Condition} just did.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.,Option 3,right,4,7,7,5,6,5,6,left,4,6,5,7,2,6,5,left,4,6,7,7,3,7,4,left,5,1,7,6,1,6,7,right,4,7,6,6,3,6,7,right,5,3,6,6,6,6,7,Male,,40,No,White/Caucasian,,4 year degree,Yes,left,your ball,928852,FL_34,ScoreRemember,MissCausation,MissRemember,MissWhatIf,ScoreWhatIf,ScoreCausation
12/20/19 9:51,12/20/19 10:10,IP Address,,100,1102,TRUE,12/20/19 10:10,R_27szwcj2z4ScYFx,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,I don't know.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.|Think about/visualize what ${e://Field/Condition} just did.,Option 3,left,5,7,7,6,4,5,4,left,4,1,7,6,4,6,4,left,4,7,5,6,5,6,5,right,5,1,7,6,4,5,4,left,4,7,7,6,5,6,5,right,4,7,5,7,5,6,6,Female,,32,No,White/Caucasian,,2 year degree,Yes,left,your ball,633153,FL_34,ScoreRemember,MissRemember,ScoreWhatIf,MissWhatIf,MissCausation,ScoreCausation
12/20/19 9:51,12/20/19 10:11,IP Address,,100,1203,TRUE,12/20/19 10:12,R_bkqTawYNZZ5QtFL,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|I don't know.,Option 3,left,4,6,5,6,5,5,6,right,4,6,5,6,5,5,6,right,4,2,4,5,5,5,5,right,4,3,4,5,5,5,6,right,4,6,5,5,5,6,5,right,4,6,5,5,5,6,5,Male,,32,No,White/Caucasian,,4 year degree,Yes,left,the goalie,544801,FL_33,ScoreWhatIf,ScoreRemember,MissCausation,MissWhatIf,ScoreCausation,MissRemember
12/20/19 9:54,12/20/19 10:12,IP Address,,100,1053,TRUE,12/20/19 10:12,R_3dGiWmmOIfN97sg,,,,,,,anonymous,EN,ACCEPT HIT,Think about/visualize what ${e://Field/Condition} just did.,Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.,Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,I don't know.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.,Think about/visualize whether ${e://Field/Condition} caused the outcome.,Think about/visualize what ${e://Field/Condition} just did.|Think about/visualize whether ${e://Field/Condition} caused the outcome.|Think about/visualize what would have happened if ${e://Field/Condition} went in the other direction.|I don't know.,Option 3,right,4,3,6,6,3,7,2,left,4,3,6,5,3,6,2,left,5,2,6,6,3,3,6,left,4,6,3,6,5,6,3,right,4,5,6,3,6,2,3,left,4,2,6,5,3,6,3,Male,,29,Yes,White/Caucasian,,4 year degree,Yes,left,your ball,208577,FL_34,MissRemember,ScoreRemember,ScoreWhatIf,ScoreCausation,MissCausation,MissWhatIf
